,EP,STA,COMP,fq,fq_prob,width,S,S_r1,S_r2,S_r,N_T,R,R_r1,R_r2,R_r,N_R,cp,cl,H,H_r1,H_r2,H_r,N_H,V,V_r1,V_r2,V_r,N_V,N_L
332,EP2,NAN5,HHE,2.5000879786,0.1853818674,0.05,-133.4566077651,-138.7911366862,-128.7599029541,10.0312337321,403,0.4208416834,0.3146292585,0.5190380762,0.2044088177,17.0,0.0421836228,,,,,,,,,,,,
333,EP2,NAN5,HHE,2.6812065972,0.2037483386,0.024565382,-133.5480104802,-138.2590706009,-129.3882446289,8.870825972,212,,,,,,,,,,,,,,,,,,
334,EP2,NAN5,HHE,2.9943908753,0.2178023011,0.05,-133.4058968768,-138.272447544,-128.867428277,9.405019267,446,0.6813627255,0.5871743487000001,0.7775551102,0.1903807615,178.0,0.39910313900000005,0.308988764,148.6172344689,143.5671342685,153.3066132265,9.739478958,68.0,22.5450901804,13.1663326653,36.0721442886,22.9058116233,42.0,55.0
335,EP3,NAN3,HHZ,1.0151264546,2.1361618048,0.0090447029,-135.8932952881,-144.1433563232,-128.6875457764,15.4558105468,429,0.2565130261,0.12825651300000002,0.3386773547,0.2104208417,15.0,0.034965035000000005,,,,,,,,,,,,
336,EP3,NAN3,HHZ,1.0892630912,1.6706224626,0.0088521503,-136.9275085205,-145.2546931173,-129.673151387,15.5815417303,565,,,,,,,,,,,,,,,,,,
337,EP3,NAN3,HHZ,1.1325094626,1.6975127671,0.037716875500000004,-137.6637814508,-145.5769101374,-130.9127206133,14.6641895241,1897,,,,,,,,,,,,,,,,,,
338,EP3,NAN3,HHZ,1.2097351258,1.504443303,0.0156839353,-139.5176876886,-146.6079605194,-133.3658333207,13.2421271987,779,,,,,,,,,,,,,,,,,,
339,EP3,NAN3,HHZ,1.2529814971,1.4635431145,0.009971362000000001,-139.8428731242,-146.0150042822,-134.3711256436,11.6438786386,521,,,,,,,,,,,,,,,,,,
340,EP3,NAN3,HHZ,1.3394742399,1.6433097943,0.0101347372,-137.1266397541,-144.0190472192,-131.3906764946,12.6283707246,567,,,,,,,,,,,,,,,,,,
341,EP3,NAN3,HHZ,1.3950767173,2.0652552508,0.0217336327,-136.3882508975,-142.6597021252,-131.4823575985,11.1773445267,1605,0.1963927856,0.0961923848,0.5170340681,0.4208416833,12.0,0.0074766355,,,,,,,,,,,,
342,EP3,NAN3,HHZ,1.4723023805,1.2901767401,0.016921611700000002,-140.2584748966,-146.0822007174,-135.5909299373,10.4912707801,654,,,,,,,,,,,,,,,,,,
343,EP3,NAN3,HHZ,1.5526170702000002,1.3119167679000001,0.0147480293,-141.9912116102,-148.0536172137,-137.454444503,10.5991727107,663,,,,,,,,,,,,,,,,,,
344,EP3,NAN3,HHZ,1.6051305211,1.2566279342,0.0117096377,-142.0025175167,-147.3387957862,-137.3603892661,9.9784065201,476,,,,,,,,,,,,,,,,,,
345,EP3,NAN3,HHZ,1.6823561843000001,0.4498824899,0.0147097062,-143.4550817944,-149.8744453323,-137.8991414225,11.975303909800001,229,,,,,,,,,,,,,,,,,,
346,EP3,NAN3,HHZ,1.7595818475,0.7256355625,0.015329456600000001,-143.6730213968,-150.8175992182,-138.1249972785,12.6926019397,380,,,,,,,,,,,,,,,,,,
347,EP3,NAN3,HHZ,1.8151843249000001,0.3229249583,0.0091893378,-143.7482670725,-149.159328453,-139.2284393311,9.9308891219,118,,,,,,,,,,,,,,,,,,
348,EP3,NAN3,HHN,1.0166807432,1.1252315321,0.0112250505,-141.2437194947,-147.039438435,-136.4860397675,10.5533986675,935,0.2685370741,0.1603206413,0.3567134269,0.1963927856,20.0,0.0213903743,,,,,,,,,,,,
349,EP3,NAN3,HHN,1.07800183,1.1031630636,0.0154175458,-140.8268432006,-147.3254227571,-135.3381780345,11.9872447226,869,0.2104208417,0.0440881764,0.3947895792,0.3507014028,6.0,0.0069044879,,,,,,,,,,,,
350,EP3,NAN3,HHN,1.1465371622,1.2412117256,0.021198041900000002,-139.4341079926,-146.1107263661,-133.7642812786,12.3464450875,1302,,,,,,,,,,,,,,,,,,
351,EP3,NAN3,HHN,1.2114653716000001,1.3777449973,0.0149619604,-139.7787316271,-147.4397627959,-134.0329582505,13.4068045454,1100,,,,,,,,,,,,,,,,,,
352,EP3,NAN3,HHN,1.2872149493,1.0906565053,0.018810542,-140.4138576836,-147.2592290293,-134.7347347894,12.5244942399,1118,,,,,,,,,,,,,,,,,,
353,EP3,NAN3,HHN,1.3593574043,1.3606741048,0.0178711781,-138.3370935291,-144.9689126177,-133.0316382582,11.9372743595,1336,,,,,,,,,,,,,,,,,,
354,EP3,NAN3,HHN,1.4278927365,1.1783225978,0.0180784677,-138.1940640925,-144.3401262058,-133.4663240054,10.8738022004,1201,,,,,,,,,,,,,,,,,,
355,EP3,NAN3,HHN,1.4928209459000001,1.0824142401,0.0121845437,-140.5780978767,-147.4478585773,-135.7077451412,11.7401134361,858,0.49098196390000004,0.3146292585,0.6693386774,0.3547094189,7.0,0.008158508200000001,,,,,,,,,,,,
356,EP3,NAN3,HHN,1.5469277872,0.8725087394000001,0.0082328357,-142.5406469983,-150.2613890807,-136.5980152138,13.6633738669,478,,,,,,,,,,,,,,,,,,
357,EP3,NAN3,HHN,1.5902132601,1.1248596218,0.014501644800000001,-142.5278528248,-148.0418299367,-137.9484481047,10.093381832,892,0.9519038076,0.9158316633,0.9679358717000001,0.052104208400000004,6.0,0.0067264574,1.0,91.9839679359,90.1803607214,93.4268537074,3.246492986,6.0,47.254509018,42.5651302605,49.2384769539,6.6733466934,6.0,6.0
358,EP3,NAN3,HHN,1.6695699606,0.7971035222,0.012148224000000001,-144.4209804497,-151.3746197534,-138.7221332007,12.6524865527,644,,,,,,,,,,,,,,,,,,
359,EP3,NAN3,HHN,1.7200696790999999,0.8062066062000001,0.013492235,-144.3819948552,-150.0640207723,-139.3054307162,10.758590056100001,636,,,,,,,,,,,,,,,,,,
360,EP3,NAN3,HHN,1.849926098,0.5807232619,0.0075986790000000005,-145.4793185309,-151.4709072381,-140.6384322906,10.8324749475,326,,,,,,,,,,,,,,,,,,
361,EP3,NAN3,HHN,1.9076400619,0.8762361899000001,0.0244432665,-144.9714804365,-150.8060180419,-140.1977678502,10.6082501917,1020,,,,,,,,,,,,,,,,,,
362,EP3,NAN3,HHN,1.9689611486,0.3882754995,0.012410609500000001,-145.8993218676,-152.09501281,-141.0841924939,11.0108203161,208,,,,,,,,,,,,,,,,,,
363,EP3,NAN3,HHN,2.0591392173,0.4683361257,0.0020464570000000002,-146.2714245936,-152.7318787049,-140.8347582922,11.8971204127,119,,,,,,,,,,,,,,,,,,
364,EP3,NAN3,HHN,2.1276745495,0.6666112061,0.04325476,-145.9320033194,-151.4406916249,-141.4812750195,9.9594166054,1313,,,,,,,,,,,,,,,,,,
365,EP3,NAN3,HHN,2.3080306869,0.2733919754,0.0285461725,-146.5147475432,-152.4239286985,-141.2044698834,11.2194588151,397,,,,,,,,,,,,,,,,,,
366,EP3,NAN3,HHN,2.6615287162,0.15273434290000001,0.040546448400000004,-152.68368093,-157.3108506136,-147.7760767201,9.5347738935,276,,,,,,,,,,,,,,,,,,
367,EP3,NAN3,HHE,1.0275021115,1.758820108,0.0168151625,-136.4759522402,-144.8863685012,-129.0251136734,15.8612548278,1116,0.2304609218,0.10621242480000001,0.3266533066,0.22044088180000002,32.0,0.0286738351,,,,,,,,,,,,
368,EP3,NAN3,HHE,1.0996445664,1.4755996553,0.0156266233,-138.7080887544,-146.1236318156,-132.1164949222,14.0071368934,913,,,,,,,,,,,,,,,,,,
369,EP3,NAN3,HHE,1.1501442849,1.0190426508,0.0049041007000000005,-141.9440009475,-148.619188389,-136.0623672577,12.5568211313,229,,,,,,,,,,,,,,,,,,
370,EP3,NAN3,HHE,1.2006440034,1.2618137037000001,0.015150777300000001,-142.0712184256,-149.4472649217,-135.7879195586,13.6593453631,766,,,,,,,,,,,,,,,,,,
371,EP3,NAN3,HHE,1.2836078266,1.4683550309,0.0174622473,-141.8913914866,-148.5013339668,-136.095717283,12.4056166838,1150,,,,,,,,,,,,,,,,,,
372,EP3,NAN3,HHE,1.3521431588000001,0.9971470343000001,0.0126342982,-144.1420883148,-151.1950718148,-138.4439152047,12.7511566101,425,,,,,,,,,,,,,,,,,,
373,EP3,NAN3,HHE,1.4387141047,1.2875545279,0.0070110177,-142.4590059024,-149.0017760741,-137.6554531182,11.3463229559,564,,,,,,,,,,,,,,,,,,
374,EP3,NAN3,HHE,1.4747853322,1.3674952579,0.0331337203,-142.9866017435,-150.1938568299,-138.1817650193,12.0120918106,1603,0.41482965930000004,0.3246492986,0.5951903808,0.2705410822,10.0,0.0062383032,,,,,,,,,,,,
375,EP3,NAN3,HHE,1.5433206644,0.45131085200000004,0.0096066901,-147.2941175014,-154.9336412999,-142.614048868,12.3195924319,207,,,,,,,,,,,,,,,,,,
376,EP3,NAN3,HHE,1.6876055743,0.9378604839,0.05,-145.1138199556,-152.2377415047,-139.6066749282,12.6310665765,1499,,,,,,,,,,,,,,,,,,
377,EP3,NAN3,HHE,1.7741765203000002,0.7019591266,0.0126303327,-145.9732545841,-155.05810131,-140.8976829391,14.1604183709,314,,,,,,,,,,,,,,,,,,
378,EP3,NAN3,HHE,1.8896044482,0.2634714118,0.0102311885,-152.4909049361,-157.1649235666,-146.5683470823,10.5965764843,117,,,,,,,,,,,,,,,,,,
379,EP3,NAN3,HHE,2.0519249718,0.3442598069,0.0242489602,-148.6552396786,-156.6366492751,-143.6336028074,13.0030464677,319,,,,,,,,,,,,,,,,,,
380,EP3,NAN3,HHE,2.4198514921,0.7666792659,0.0093469921,-144.8721414386,-150.7110335784,-139.8550193037,10.8560142747,326,,,,,,,,,,,,,,,,,,
381,EP3,NAN3,HHE,2.4775654561,0.9466543606000001,0.05,-144.6139871295,-150.8638332573,-139.4133852422,11.4504480151,1688,0.8156312625000001,0.6833667335,0.9158316633,0.2324649298,81.0,0.047985782000000005,0.8271604938,19.4789579158,9.0180360721,26.3326653307,17.3146292586,70.0,18.0360721443,10.8216432866,26.3326653307,15.5110220441,64.0,67.0
382,EP3,NAN4,HHZ,1.0197404436,1.6020572886000002,0.0104108214,-142.4177484914,-149.7374298157,-135.8536471747,13.883782641,708,0.9178356713,0.8436873747,0.9899799599,0.1462925852,11.0,0.0155367232,0.8181818182,118.3166332665,111.1022044088,125.1703406814,14.0681362726,11.0,6.4929859719,0.0,14.0681362725,14.0681362725,7.0,9.0
383,EP3,NAN4,HHZ,1.0648539164,1.162628167,0.0055609412,-141.5939071747,-148.6700810067,-135.6836938036,12.9863872031,265,,,,,,,,,,,,,,,,,,
384,EP3,NAN4,HHZ,1.103026855,1.2707356255,0.0067731518,-139.6796643213,-147.3090001414,-134.5783924416,12.7306076998,269,,,,,,,,,,,,,,,,,,
385,EP3,NAN4,HHZ,1.1585511293,1.3964208418,0.0059429941000000005,-138.1428773073,-145.349937179,-133.2491946784,12.1007425006,285,0.7855711423,0.6913827655,0.9959919840000001,0.3046092185,9.0,0.0315789474,,,,,,,,,,,,
386,EP3,NAN4,HHZ,1.2071348692,1.4743098283,0.0458773774,-138.0800950962,-145.772304619,-132.7013320464,13.0709725726,2789,0.9398797595,0.9138276553,0.9619238477000001,0.0480961924,87.0,0.031193976300000002,0.5172413793,119.3987975952,112.1843687375,126.6132264529,14.4288577154,46.0,6.1322645291,0.5410821643,81.8837675351,81.3426853708,44.0,45.0
387,EP3,NAN4,HHZ,1.2695996778,1.4307380154,0.014055947000000001,-139.8283519554,-147.3993411016,-133.2976513941,14.1016897075,873,0.6893787575,0.5691382766,0.9779559118000001,0.40881763520000003,16.0,0.018327606,0.53125,120.8416833667,116.1523046092,124.0881763527,7.9358717435,10.0,58.9779559118,51.5831663327,66.372745491,14.7895791583,7.0,8.5
388,EP3,NAN4,HHZ,1.3390050206000002,1.1811437255000001,0.0033911897,-142.6229264865,-149.6223112424,-136.509539801,13.1127714414,257,0.9318637275,0.7835671343,1.0,0.2164328657,7.0,0.0272373541,,,,,,,,,,,,
389,EP3,NAN4,HHZ,1.3632968906,1.2484760379,0.012393193,-142.9656945422,-149.0515148644,-137.6011566284,11.450358236,546,0.9398797595,0.9158316633,0.9559118236,0.0400801603,7.0,0.012820512800000001,,,,,,,,,,,,
390,EP3,NAN4,HHZ,1.4396427678000001,1.556150296,0.022031000800000002,-142.717297082,-148.5901360216,-137.5118262037,11.0783098179,1251,0.9519038076,0.8977955912000001,0.9739478958000001,0.0761523046,20.0,0.0159872102,0.75,119.7595190381,115.4308617234,124.0881763527,8.6573146293,20.0,7.2144288577,0.0,14.7895791583,14.7895791583,10.0,15.0
391,EP3,NAN4,HHZ,1.5021075763,1.0672288366,0.008273819,-144.4317676491,-150.3360102774,-139.0158458396,11.3201644378,443,0.9298597194,0.8476953908,1.0,0.1523046092,6.0,0.013544018100000001,,,,,,,,,,,,
392,EP3,NAN4,HHZ,1.543750782,1.0403933119,0.008684037300000001,-145.9014129333,-150.6307182236,-141.5487779759,9.0819402477,221,,,,,,,,,,,,,,,,,,
393,EP3,NAN4,HHZ,1.6062155906000002,1.0392516707,0.0137700168,-146.278241297,-151.9687718332,-141.2150133397,10.7537584935,449,0.9458917836,0.869739479,1.0,0.13026052100000002,12.0,0.026726057900000003,0.7916666667000001,119.7595190381,118.6773547094,121.5631262525,2.8857715431,12.0,7.9358717435,4.6893787575,10.4609218437,5.7715430862,7.0,9.5
394,EP3,NAN4,HHZ,1.6756209334,1.3191361865,0.020441376100000002,-146.5578312998,-153.5160104755,-140.8246836691,12.6913268064,1001,0.9458917836,0.9278557114,0.9639278557000001,0.036072144300000004,27.0,0.026973027,0.7407407407000001,119.3987975952,117.5951903808,121.9238476954,4.3286573146,27.0,5.5911823647,2.7054108216,8.8376753507,6.1322645291,13.0,20.0
395,EP3,NAN4,HHZ,1.7276749406,1.1801710653,0.0098537239,-146.840393097,-153.6133640266,-141.1732133395,12.4401506871,509,0.9398797595,0.8617234469,1.0,0.1382765531,17.0,0.0333988212,0.5882352941,119.3987975952,117.9559118236,121.2024048096,3.246492986,14.0,6.1322645291,3.0661322645,8.8376753507,5.7715430862,6.0,10.0
396,EP3,NAN4,HHN,1.0175898555,2.0345149492,0.0097506733,-138.7618908165,-147.3122701396,-131.2514224922,16.0608476474,825,0.9358717435,0.8617234469,1.0,0.1382765531,10.0,0.0121212121,,,,,,,,,,,,
397,EP3,NAN4,HHN,1.0840625782,1.2982684977,0.0104127744,-142.310811534,-150.989941339,-135.1533473441,15.8365939949,730,0.9418837675,0.8637274549,1.0,0.1362725451,11.0,0.0150684932,,,,,,,,,,,,
398,EP3,NAN4,HHN,1.1466251407999999,1.2749409002,0.018062850000000002,-143.911414565,-151.9417995537,-137.1078939495,14.8339056042,940,0.9278557114,0.7675350701,1.0,0.2324649299,20.0,0.0212765957,0.75,119.3987975952,112.1843687375,126.25250501,14.0681362725,17.0,5.5911823647,0.5410821643,11.1823647295,10.641282565200001,13.0,15.0
399,EP3,NAN4,HHN,1.1974572228,1.3804119843,0.0130222971,-143.4535889406,-151.1540259474,-136.6532030125,14.5008229349,547,0.9438877756,0.6653306613000001,0.9579158317,0.2925851704,14.0,0.0255941499,0.5,119.7595190381,115.7915831663,124.0881763527,8.296593186399999,7.0,6.4929859719,3.6072144289,80.4408817635,76.8336673346,7.0,7.0
400,EP3,NAN4,HHN,1.2561096253000001,1.4985208069,0.0097846991,-142.2630639086,-149.6343910355,-135.9123820762,13.7220089593,583,0.9198396794,0.5571142285,0.9318637275,0.37474949900000004,12.0,0.0205831904,0.5416666667,119.7595190381,116.1523046092,123.006012024,6.8537074148,7.0,6.3126252505,0.0,12.8056112224,12.8056112224,6.0,6.5
401,EP3,NAN4,HHN,1.3030315472,1.5479233552,0.0444445117,-142.3750174605,-150.6292052183,-135.6369050051,14.9923002132,2363,0.9358717435,0.8597194389,1.0,0.1402805611,55.0,0.023275497200000002,0.6090909091000001,119.7595190381,117.9559118236,121.9238476954,3.9679358718,41.0,6.1322645291,0.9018036072000001,11.9038076152,11.002004008,26.0,33.5
402,EP3,NAN4,HHN,1.3616839496,1.4193229495000002,0.0123876983,-142.9006457128,-150.2086197236,-136.8993955318,13.3092241918,568,0.9358717435,0.9218436874,0.9539078156,0.0320641282,11.0,0.0193661972,,,,,,,,,,,,
403,EP3,NAN4,HHN,1.4320668324999999,1.5276472357,0.0246913276,-143.0325126572,-150.4221543673,-136.9082205549,13.5139338124,1372,0.9378757515,0.8637274549,1.0,0.1362725451,28.0,0.0204081633,0.8214285714,119.3987975952,115.0701402806,123.7274549098,8.6573146292,28.0,5.7715430862,0.0,13.3466933868,13.3466933868,18.0,23.0
404,EP3,NAN4,HHN,1.5611021177,1.2950256329,0.024118986000000002,-146.4237942438,-154.3343369478,-140.8813757887,13.4529611591,1140,0.9338677355,0.9178356713,0.9739478958000001,0.0561122245,22.0,0.0192982456,0.7954545455,119.3987975952,117.5951903808,121.2024048096,3.6072144288,22.0,6.1322645291,1.8036072144,11.002004008,9.1983967936,13.0,17.5
405,EP3,NAN4,HHN,1.7018678835,1.1956747992,0.0239067347,-147.6127384469,-155.1327719526,-142.0116100426,13.12116191,1037,0.9438877756,0.8677354709,1.0,0.1322645291,38.0,0.036644165900000004,0.6578947368,119.3987975952,117.9559118236,120.8416833667,2.8857715431,32.0,6.6733466934,2.5250501002,9.9198396794,7.3947895792,18.0,25.0
406,EP3,NAN4,HHE,1.0201314596,1.6609255079,0.0157395358,-143.3747778455,-151.2038484623,-137.0369587747,14.1668896876,1253,0.9298597194,0.8537074148,1.0,0.1462925852,15.0,0.011971269000000001,0.8,119.3987975952,112.1843687375,126.6132264529,14.4288577154,15.0,7.0340681363,0.0,16.0521042084,16.0521042084,9.0,12.0
407,EP3,NAN4,HHE,1.0914918825,1.6185063212,0.0151317025,-143.7380212084,-150.9380040599,-137.7723211315,13.1656829284,959,0.9418837675,0.9158316633,0.9579158317,0.042084168400000004,13.0,0.0135557873,0.8461538462,119.3987975952,116.1523046092,121.9238476954,5.7715430862,13.0,7.755511022,5.0501002004,10.1002004008,5.0501002004,9.0,11.0
408,EP3,NAN4,HHE,1.1557162631,1.35561848,0.0115585011,-146.3970765934,-153.7628919032,-140.4610960202,13.301795883,549,0.9238476954,0.8196392786000001,0.9979959920000001,0.1783567134,11.0,0.0200364299,,,,,,,,,,,,
409,EP3,NAN4,HHE,1.1949644957,1.1577158366,0.0060821646,-146.5248480359,-153.7145465858,-140.1836232279,13.5309233579,233,0.7535070140000001,0.5350701403,1.0,0.4649298597,6.0,0.025751073000000003,,,,,,,,,,,,
410,EP3,NAN4,HHE,1.2591888764,1.8314639615,0.0163400891,-144.5719493797,-153.2011762478,-137.3717664516,15.8294097962,1056,0.6312625251,0.5551102204,0.9539078156,0.3987975952,35.0,0.0331439394,0.4142857143,120.120240481,117.5951903808,121.9238476954,4.3286573146,17.0,5.2304609218,0.0,67.6352705411,67.6352705411,12.0,14.5
411,EP3,NAN4,HHE,1.323413257,1.2587301432,0.0154658897,-146.0561382164,-153.9589915304,-139.2899966804,14.66899485,935,0.9378757515,0.8637274549,1.0,0.1362725451,16.0,0.0171122995,0.7812500000000001,120.120240481,118.6773547094,121.2024048096,2.5250501002,16.0,6.8537074148,0.0,13.8877755511,13.8877755511,9.0,12.5
412,EP3,NAN4,HHE,1.3769335742,1.3023107077,0.0054078494,-147.8077161097,-155.7538962508,-141.3708662748,14.383029976,274,,,,,,,,,,,,,,,,,,
413,EP3,NAN4,HHE,1.4090457645,1.3166748871,0.0257516824,-148.3833190368,-154.8735987906,-142.6455354863,12.2280633043,1200,0.9398797595,0.8677354709,1.0,0.1322645291,23.0,0.0191666667,0.8043478261,119.7595190381,118.3166332665,121.2024048096,2.8857715431,23.0,5.7715430862,0.0,13.5270541082,13.5270541082,14.0,18.5
414,EP3,NAN4,HHE,1.4911102509,1.169162926,0.0139192121,-151.003031056,-157.1551453432,-146.1638679887,10.9912773545,668,0.9218436874,0.8396793587,1.0,0.1603206413,8.0,0.0119760479,,,,,,,,,,,,
415,EP3,NAN4,HHE,1.5517666104,1.0547697587,0.0136167747,-151.2792011941,-157.5736947834,-146.2855696133,11.2881251701,615,0.9498997996,0.9298597194,0.9619238477000001,0.0320641283,12.0,0.0195121951,0.8333333333,119.0380761523,117.9559118236,120.4809619238,2.5250501002,12.0,8.296593186399999,3.7875751503,12.2645290581,8.4769539078,8.0,10.0
416,EP3,NAN4,HHE,1.5981508853,0.7631554269,0.0088680103,-151.3393467232,-157.0658051332,-146.261886933,10.8039182002,296,0.9498997996,0.9238476954,0.9639278557000001,0.0400801603,8.0,0.027027027000000002,,,,,,,,,,,,
417,EP3,NAN4,HHE,1.6516712025,0.6278502363,0.00885166,-151.9164188362,-158.3637939331,-146.826385865,11.5374080681,255,0.9378757515,0.8517034068,1.0,0.1482965932,6.0,0.0235294118,,,,,,,,,,,,
418,EP3,NAN4,HHE,1.7194636042,0.9093197013000001,0.023397686900000002,-151.1051428418,-157.7397044455,-145.6066363073,12.1330681382,795,0.9418837675,0.8637274549,1.0,0.1362725451,40.0,0.0503144654,0.6375000000000001,119.7595190381,118.3166332665,121.5631262525,3.246492986,33.0,6.6733466934,1.8036072144,9.5591182365,7.7555110221,18.0,25.5
419,EP3,NAN4,HHE,1.9585210210000001,0.7429102842,0.0375961667,-151.6491339307,-157.8560322855,-146.9639267855,10.8921055,940,0.9438877756,0.8677354709,1.0,0.1322645291,60.0,0.0638297872,0.8666666667,120.120240481,118.3166332665,122.2845691383,3.9679358718,59.0,5.4108216433,0.0,12.9859719439,12.9859719439,45.0,52.0
420,EP3,NAN4,HHE,2.2475307339,0.3057345052,0.0467898345,-154.5974139747,-160.9325329431,-149.0647434089,11.8677895342,395,0.9478957916,0.8156312625000001,1.0,0.18436873750000002,21.0,0.053164557,0.7857142857,120.120240481,118.3166332665,122.6452905812,4.3286573147,19.0,5.4108216433,2.3446893788,7.9358717435,5.5911823647,14.0,16.5
421,EP3,NAN4,HHE,2.3545713682000002,0.2166587016,0.017070876500000002,-152.7033495702,-159.8943878969,-147.9724033027,11.9219845942,125,0.9398797595,0.6973947896,1.0,0.3026052104,10.0,0.08,0.7000000000000001,119.3987975952,118.3166332665,120.4809619238,2.1643286573,8.0,6.1322645291,1.623246493,7.2144288577,5.5911823647,6.0,7.0
422,EP3,NAN4,HHE,2.5115642986999998,0.2312179426,0.05,-153.6067250468,-160.4314444318,-148.8875041954,11.5439402364,346,0.9519038076,0.877755511,1.0,0.12224448900000001,21.0,0.0606936416,0.6904761905,120.4809619238,116.5130260521,124.8096192385,8.296593186399999,16.0,5.2304609218,0.0,12.625250501,12.625250501,13.0,14.5
423,EP3,NAN5,HHZ,1.0137970001,1.1517701115,0.0072881329,-139.0110728373,-148.9622221318,-130.4815162991,18.4807058327,360,,,,,,,,,,,,,,,,,,
424,EP3,NAN5,HHZ,1.0653915634,0.9439734860000001,0.009149130600000001,-139.2689185057,-149.1697937405,-131.0653361682,18.1044575723,490,0.7815631263,0.5991983968,0.9458917836,0.3466933868,15.0,0.030612244900000002,0.5333333333,137.7955911824,130.5811623246,144.2885771543,13.7074148297,10.0,9.5591182365,0.0,19.1182364729,19.1182364729,6.0,8.0
425,EP3,NAN5,HHZ,1.1487366273,1.1867386686,0.05,-138.1712701067,-147.8391609956,-129.925127878,17.9140331176,2675,0.2424849699,0.12024048100000001,0.4408817635,0.3206412825,139.0,0.0519626168,,,,,,,,,,,,
426,EP3,NAN5,HHZ,1.2043000031,1.0096631357,0.0094046184,-137.8713015631,-146.9299391018,-129.9449937167,16.9849453851,528,0.3346693387,0.2104208417,0.45090180360000004,0.2404809619,107.0,0.20265151520000002,,,,,,,,,,,,
427,EP3,NAN5,HHZ,1.2717698167,0.7705140328000001,0.0143222264,-140.0322266389,-149.6380120318,-131.8390567451,17.7989552867,605,0.4348697395,0.1883767535,0.7174348697,0.5290581162,85.0,0.1404958678,0.07647058820000001,135.6312625251,125.8917835671,155.1102204409,29.2184368738,7.0,4.6893787575,0.0,12.8056112224,12.8056112224,6.0,6.5
428,EP3,NAN5,HHZ,1.3392396303,1.1492716778,0.023673079000000003,-139.389669749,-144.9848926731,-134.6337302634,10.3511624097,1342,0.7615230461,0.6452905812,0.871743487,0.22645290580000002,715.0,0.5327868852000001,0.7041958042,147.5350701403,134.1883767535,155.4709418838,21.2825651303,542.0,2.3446893788,0.1803607214,7.3947895792,7.2144288578,465.0,503.5
429,EP3,NAN5,HHZ,1.4702104448,0.6720804544,0.0156805732,-141.9093555917,-150.9574651164,-133.9922597576,16.9652053588,678,,,,,,,,,,,,,,,,,,
430,EP3,NAN5,HHZ,1.5297426333000002,0.5951132991,0.017003120400000002,-142.4749832077,-151.7084879751,-134.6404943141,17.067993661,595,,,,,,,,,,,,,,,,,,
431,EP3,NAN5,HHZ,1.6329317599,0.77395754,0.0218228987,-141.1628599989,-149.7490942731,-133.1305763229,16.6185179502,942,0.7995991984,0.7595190381,0.8677354709,0.1082164328,519.0,0.550955414,0.8911368015000001,19.4789579158,13.3466933868,26.6933867735,13.3466933867,506.0,22.9058116232,18.5771543086,28.496993988,9.9198396794,419.0,462.5
432,EP3,NAN5,HHZ,1.7996218875,0.7250073927,0.008669018300000001,-141.5116874565,-150.1814860762,-133.6068710679,16.5746150083,386,,,,,,,,,,,,,,,,,,
433,EP3,NAN5,HHZ,1.8631228885,0.8750866186,0.05,-140.5209174223,-148.1214559475,-134.4404866022,13.6809693453,1950,0.4649298597,0.2805611222,0.627254509,0.3466933868,74.0,0.0379487179,,,,,,,,,,,,
434,EP3,NAN5,HHZ,1.9345615146,0.8567741292000001,0.012530288,-141.4442516778,-150.4907789976,-133.6541864858,16.8365925118,660,0.5511022044,0.2064128257,0.6312625251,0.4248496994,18.0,0.0272727273,,,,,,,,,,,,
435,EP3,NAN5,HHZ,1.9940937031,0.7609219835000001,0.014795459200000001,-140.7739605493,-145.9966591202,-136.3322262506,9.6644328696,588,,,,,,,,,,,,,,,,,,
436,EP3,NAN5,HHZ,2.0655323292,0.8414971479000001,0.0176426214,-140.9923928668,-146.1613104138,-136.5283277126,9.6329827012,864,0.8196392786000001,0.7174348697,0.8997995992000001,0.18236472950000002,10.0,0.0115740741,0.85,7.9358717435,0.7214428858,15.1503006012,14.4288577154,7.0,46.3527054108,41.6633266533,52.6653306613,11.002004008,10.0,8.5
437,EP3,NAN5,HHZ,2.2679417699,0.2908939494,0.0376151293,-144.0376238011,-151.8210973032,-138.9648127126,12.8562845906,530,,,,,,,,,,,,,,,,,,
438,EP3,NAN5,HHZ,2.5140081488,0.443498673,0.05,-142.3338286681,-147.9939449211,-137.5020221106,10.4919228105,854,,,,,,,,,,,,,,,,,,
439,EP3,NAN5,HHN,1.0240904967,1.2925089984,0.0117376648,-134.850285769,-144.422217069,-126.4044640337,18.0177530353,797,0.7515030060000001,0.6332665331,0.8476953908,0.2144288577,14.0,0.017565872,,,,,,,,,,,,
440,EP3,NAN5,HHN,1.0860763107,1.5960683739000001,0.0317295739,-133.7749683785,-142.8008846654,-126.1166151655,16.6842694999,1961,0.7494989980000001,0.5170340681,0.9659318637000001,0.44889779560000004,37.0,0.0188679245,0.5405405405,135.9919839679,126.25250501,143.2064128257,16.9539078157,25.0,9.5591182365,0.0,18.2164328657,18.2164328657,15.0,20.0
441,EP3,NAN5,HHN,1.1845243681,1.2801136383,0.0065899808,-133.1176534894,-139.0537110904,-127.8831299684,11.170581122,275,0.2945891784,0.1583166333,0.4368737475,0.2785571142,43.0,0.1563636364,,,,,,,,,,,,
